,query,pub_date,source,headline1,headline2,snippet,lead_paragraph,keywords
5,dementia,2003,The New York Times,The Quest for a Peaceful Death,The Quest for a Peaceful Death,Robert Hunsicker letter says he would like to have option of ending his life if he developed dementia,To the Editor:,"[{'name': 'persons', 'value': 'HUNSICKER, ROBERT', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Death and Dying', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Ethics', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 5, 'major': 'N'}]"
6,dementia,2003,The New York Times,A Touch of Patty-Cake Therapy,A Touch of Patty-Cake Therapy,"Mothers take toddlers every Thursday afternoon to Castle Senior Living home in Park Slope, Brooklyn, and visit residents with some form of dementia; progam is therapeutic for residents, reminding them of how they took care of their own children; p...","''THE HOKEY POKEY'' blared from a boombox and Jane Kuntzman, 16 months old, laughed and touched her nose. Then Jane reached out to touch Aldine Havens's nose. A spark of recognition passed between them -- for Jane in the present moment, for Mrs. Havens, 91, in the distant past.","[{'name': 'glocations', 'value': 'New York City', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Castle Senior Living Llc', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Children and Youth', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Therapy and Rehabilitation', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 7, 'major': 'N'}]"
7,dementia,2003,The New York Times,Checkmating Alzheimer's,Checkmating Alzheimer's,Editorial on study that found participation in mentally demanding leisure activities late in life seems to provide protection against Alzheimer's disease and other forms of dementia,"Can regular games of bridge or chess or playing a musical instrument ward off the onset of Alzheimer's disease and other forms of dementia? That is the provocative implication of a study published in the prestigious New England Journal of Medicine last week. If the findings hold up in more rigorous follow-up inquiries, the day may yet come when doctors will routinely recommend regular mental activity to ward off dementia just as they recommend regular physical exercise to ward off obesity and heart disease.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Editorials', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 3, 'major': 'N'}]"
8,dementia,2003,The New York Times,'Oldest Old' Still Show Alertness,'Oldest Old' Still Show Alertness,"Recent Mayo study finds that half of nonagerians studied were perfectly alert; finds that about 12 percent had significant memory problems, but were clearheaded enough to live independently and manage daily activities on their own; many people in ...","Of all the infirmities people dread in old age, dementia may be the scariest. Many people in their 90's fear declining mental faculties more than they fear death, researchers at the Mayo Clinic in Rochester, Minn., have observed.","[{'name': 'organizations', 'value': 'Mayo Clinic', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Longevity', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 4, 'major': 'N'}]"
9,dementia,2003,The New York Times,"Paid Notice: Deaths   THEISE, LEE","Paid Notice: Deaths   THEISE, LEE",,"THEISE--Lee (nee Weiss). On October 9, 2003. Widow of Henry. Beloved mother of Joyce Jonas and Richard Theise, grandmother of Jillian Jonas, Stephanie Jonas Stone and Peter Theise, great - grandmother of Charles Kamuti Stone, sister of Stanley Weiss, mother-inlaw of Marti Theise and Gilbert Jonas. Lee was born in Poland and her family left for Palestine in 1933. In 1938 she went to New York City with her father for the World's Fair and was joined by the balance of the family shortly thereafter. She was a member of the Standard Club and the Ahavath Achim Congregation in Atlanta until her husband Henry's death in 1979 and of Temple Emanuel in West Palm Beach for the remainder of her life. She was an active supporter of the Simon Wiesenthal Foundation, ORT, the Jabotinsky Library in Tel Aviv and of several other charities. Lee was an extraordinary woman and will be remembered by all who knew her. The funeral will take place in Atlanta on Tuesday, October 14. In lieu of flowers donations may be sent to the Institute for Brain Aging and Dementia.","[{'name': 'persons', 'value': 'THEISE, LEE', 'rank': 1, 'major': 'N'}]"
11,dementia,2003,The New York Times,"Word for Word/Mob Psychology; Analyze This: Vincent Gigante, Not Crazy After All Those Years","Word for Word/Mob Psychology; Analyze This: Vincent Gigante, Not Crazy After All Those Years","Excerpts from reports by four psychiatrists who declared mobster Vincent Gigante to be mentally incompetent are interspersed with excerpts from transcript of audiotape of lucid phone conversation he had with his wife in Dec 2000, when he was in pr...","AN enduring urban mystery was solved last week when Vincent (The Chin) Gigante, the Mafia leader who spent decades slobbering, muttering and wandering Manhattan in his bedclothes, admitted in a Brooklyn federal court that he had deceived the teams of psychiatrists who had evaluated his mental competency from 1990 to 1997 and found him to be suffering from various forms of dementia.","[{'name': 'glocations', 'value': 'New York City', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Gigante, Vincent', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Organized Crime', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Crime and Criminals', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Telephones and Telecommunications', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Wiretapping and Other Eavesdropping Devices and Methods', 'rank': 7, 'major': 'N'}]"
12,dementia,2003,The New York Times,Metro Briefing | Connecticut: Hartford: Accused Will Not Be Tried In Deadly Fire,Metro Briefing | Connecticut: Hartford: Accused Will Not Be Tried In Deadly Fire,"Judge Elliot Solomon rules that Leslie Andino, 23, is mentally incompetent to stand trial for starting fire in Hartford nursing home that killed 16 residents; Andino will receive psychiatric evalutation and will be evaluated in two months (S)","A woman accused of setting a nursing-home fire that led to the deaths of 16 residents, many of them severely disabled, is incompetent to stand trial, a judge ruled yesterday. A Hartford Superior Court judge, Elliot Solomon, ruled that the woman, Leslie Andino, 23, suffers from dementia and depression. After a psychiatric evaluation, Ms. Andino is to undergo further treatment at Connecticut Valley Hospital and will be evaluated again in two months. Ms. Andino told the police that she might have accidentally started the February fire at the Greenwood Health Center while playing with a cigarette lighter. But an investigation later determined that a lighter would have had to be held under sheets for at least 30 seconds to start a fire. Marc Santora (NYT)","[{'name': 'glocations', 'value': 'Hartford (Conn)', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'GREENWOOD HEALTH CENTER', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'ANDINO, LESLEY', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'SOLOMON, ELLIOT', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Arson', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Fires and Firefighters', 'rank': 7, 'major': 'N'}]"
13,dementia,2003,The New York Times,GUILTY PLEA IN ASBURY PARK,BRIEFS: GOVERNMENT; GUILTY PLEA IN ASBURY PARK,"Former councilman James Condos pleads guilty to federal mail fraud charges in connection with extensive bribery and corruption investigation in Asbury Park and Ocean Township, NJ; says he accepted $25,000 liquor license and nearly $15,000 in cash ...","James Condos, a former Asbury Park councilman, pleaded guilty last Monday to two federal counts of mail fraud in connection with an extensive bribery and corruption investigation in Asbury Park and Ocean Township. Mr. Condos said he had accepted a $25,000 liquor license and nearly $15,000 in cash from a developer in exchange for voting the way the developer wanted on several issues. Sentencing was set for Oct. 31. Two other men have pleaded guilty in the investigation, and yet two others are awaiting trial. The developer, Philip Konvitz, 93, has been judged unfit for trial because of Alzheimer's disease and dementia. Karen DeMasters","[{'name': 'glocations', 'value': 'Asbury Park (NJ)', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'OCEAN TOWNSHIP (NJ)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Condos, James', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'KONVITZ, PHILIP', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'MAIL FRAUDS', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Ethics', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Bribery', 'rank': 7, 'major': 'N'}]"
14,dementia,2003,The New York Times,Metro Briefing: Connecticut,Metro Briefing: Connecticut,HARTFORD: Accused Will Not Be Tried in Deadly Fire; NEW HAVEN: Bandit Pleads Guilty in Bank Robberies.," HARTFORD: ACCUSED WILL NOT BE TRIED IN DEADLY FIRE A woman accused of setting a nursing-home fire that led to the deaths of 16 residents, many of them severely disabled, is incompetent to stand trial, a judge ruled yesterday. A Hartford Superior Court judge, Elliot Solomon, ruled that the woman, Leslie Andino, 23, suffers from dementia and depression. After a psychiatric evaluation, Ms. Andino is to undergo further treatment at Connecticut Valley Hospital and will be evaluated again in two months. Ms. Andino told the police that she might have accidentally started the February fire at the Greenwood Health Center while playing with a cigarette lighter. But an investigation later determined that a lighter would have had to be held under sheets for at least 30 seconds to start a fire. Marc Santora (NYT) ","[{'name': 'glocations', 'value': 'Connecticut', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'FIRES AND FIREMEN', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Robberies and Thefts', 'rank': 3, 'major': 'N'}]"
25,dementia,2003,The New York Times,"Paid Notice: Deaths  BERG, SEYMOUR, M.D.","Paid Notice: Deaths  BERG, SEYMOUR, M.D.",,"BERG-Seymour, M.D. 4/3/2110/12/02. Seymour Berg, M.D. died on October 12, 2002 at Grosvenor Park Nursing Home in Salem, MA, after a long illness. He was born on April 3, 1921 in the Bronx, to Gustave Berg and Anna Levine Berg. He graduated in 1937 from DeWitt Clinton High School in the Bronx, received a B.A. from N.Y.U. College of Arts and Science in 1941, and obtained a medical degree from N.Y.U. School of Medicine in 1945. After an internship at City Hospital on Welfare Island, he served as 1st Lieutenant and then Captain in the Army Medical Corps AUS, at the V.A. Hospital in Sheridan, WY, where he met his future wife of 33 years, Margaret Irene (Peggy) Walden. Dr. Berg did his residency in psychiatry at Bellevue Psychiatric Hospital, and remained on staff there for over 30 years, ultimately serving as Psychiatric Unit Chief of Ward No. 6 for many years. During that time, he also taught at the N.Y.U. School of Medicine and Hunter College-Bellevue School of Nursing, and maintained a part-time private practice. Dr. Berg served as Honorary Surgeon in Psychiatry to the New York City Police Department and Consulting Psychiatrist to the Triboro Bridge & Tunnel Authority and The Port Authority of New York and New Jersey. Dr. Berg was a member of the American, New York and Massachusetts Medical Associations, a member and Fellow of the American Psychiatric Association, a member of the Association for Research in Nervous and Mental Disease and the Society of Biological Psychiatry, and a Diplomate Member and Member of the Council of the Section on Psychiatry & Neurology of the Pan American Medical Association. He also served on the editorial board of the medical journal ''Behavioral Neuropsychiatry''. Dr. Berg was most proud of his teaching and his early research on electroshock therapy. Dr. Berg and his wife Peggy raised their four children in Lake Success, New York, where they lived for 28 years. Peggy predeceased him in 1981; he was later married for several years to Florence Preschel. He was an avid power boater, and was active for many years in the Sands Point Yacht Club (serving as Commodore in 1975), and the Bayshore Power Squadron. Dr. Berg is survived by his daughters Deborah Berg of Seattle, WA, Sherry Berg of Newburyport, MA, Mary Moreau of Waterbury, CT, his son G. David Walden-Berg of Oakland, CA, his brother Sheldon (Buddy) Berg of Northvale, NJ, grandchildren Tyler Fey, Cooper Neal, Hannah Moreau and Esther Moreau, nieces Eileen Berg and nephews Gary Berg, Gerald Berg and Jeffrey Berg. A private service was held and, at his request, his ashes will be strewn in the Long Island Sound. The family requests that any memorial donations be made to the N.Y.U. School of Medicine Office of Development, specifying that the funds be used for research relating to strokes or dementia.","[{'name': 'persons', 'value': 'BERG, SEYMOUR, M.D.', 'rank': 1, 'major': 'N'}]"
29,dementia,2003,The New York Times,Exercise and Setting Ease Alzheimer's Effects,Exercise and Setting Ease Alzheimer's Effects,"Linda Teri, University of Washington psychosocial and community health professor, publishes findings in Journal of American Medical Assn that show Alzheimer's patients who are given regular exercise routine and encouraged to participate daily have...","For many, a diagnosis of Alzheimer's disease can mean life in a dreary nursing home and a treatment centered on powerful antipsychotics to combat the onset of memory loss, dementia and other signs of a mind that is slowly unraveling.","[{'name': 'organizations', 'value': 'University of Washington', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'GERONTOLOGIST, THE', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Journal of the American Medical Assn', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'TERI, LINDA', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'ZEISEL, JOHN', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'LIFE STYLES', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Exercise', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 10, 'major': 'N'}]"
