abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,print_section,print_page,slideshow_credits,subsection_name,query_consulta
Jeffrey T. Joseph passionately teaches the lost art of neuropathology to medical residents. ,https://www.nytimes.com/2007/09/11/health/11prof.html,Jeffrey T. Joseph passionately teaches the lost art of neuropathology to medical residents. ,"BOSTON — The patient’s decline was ruthless. He became forgetful in his early 50s. By the time he saw a neurologist a few years later, he could not recall how to write in cursive, and confused pictures of a cookie and a whistle, a bed and a sandbox. ",The New York Times,"[{'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/09/11/science/profile.190.jpg', 'height': 481, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/09/11/science/profile_75757.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/09/11/science/profile_75757.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Death and Dying', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Brain', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Medical Schools', 'rank': 4, 'major': 'N'}]",2007-09-11T04:00:00+0000,article,Science,Health,News,nyt://article/72410d2b-8460-5ca5-a7ff-a27173947a4c,1282,nyt://article/72410d2b-8460-5ca5-a7ff-a27173947a4c,"In an Age of Images, Teaching Pathology by Hand",Scientist at Work | Jeffrey T. Joseph,,"In an Age of Images, Teaching Pathology by Hand",,,,"By Elissa Ely, M.D","[{'firstname': 'Elissa', 'middlename': None, 'lastname': 'Ely', 'qualifier': 'M.D', 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,F,6,,,dementia
"BOSTON — The patient's decline was ruthless. He became forgetful in his early 50s. By the time he saw a neurologist a few years later, he could not recall how to write in cursive, and confused pictures of a cookie and a whistle, a bed and a sandbox.",https://www.nytimes.com/2007/09/11/health/11iht-12prof.7461822.html,,"BOSTON — The patient's decline was ruthless. He became forgetful in his early 50s. By the time he saw a neurologist a few years later, he could not recall how to write in cursive, and confused pictures of a cookie and a whistle, a bed and a sandbox.",International Herald Tribune,[],[],2007-09-12T05:00:00+0000,article,IHT News,Health,News,nyt://article/4cab7ff6-96c7-5119-b7aa-c5dc26363cc0,1253,nyt://article/4cab7ff6-96c7-5119-b7aa-c5dc26363cc0,"In an age of images, teaching pathology by hand",,,"In an age of images, teaching pathology by hand",,,,"By Elissa Ely, M.d","[{'firstname': 'Elissa', 'middlename': None, 'lastname': 'Ely', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,,,,,dementia
Should women stop drinking alcohol?,https://well.blogs.nytimes.com/2007/10/09/at-cocktail-time-shots-of-confusion/,Should women stop drinking alcohol?,A new study linking alcoholic beverages to breast cancer has left many women in a panic. Should you give up evening cocktails? Should you stop cooking with wine? ,The New York Times,[],[],2007-10-09T18:08:40+0000,article,Science,Health,,nyt://article/09a55522-47a7-599d-8e4e-bd8907228830,570,nyt://article/09a55522-47a7-599d-8e4e-bd8907228830,"For Women, Confusion About Alcohol and Health",Well,,,,,,By Tara Parker-Pope,"[{'firstname': 'Tara', 'middlename': None, 'lastname': 'Parker-Pope', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,,dementia
"Elizabeth Jolley, an Australian writer who came to wide public attention only late in life, but whose distinctive literary voice and eccentric literary preoccupations eventually made her one of her country's most acclaimed novelists, died in Perth on Feb. 13. She was 83.",https://www.nytimes.com/2007/04/11/arts/11iht-obits.1.5227894.html,,"Elizabeth Jolley, an Australian writer who came to wide public attention only late in life, but whose distinctive literary voice and eccentric literary preoccupations eventually made her one of her country's most acclaimed novelists, died in Perth on Feb. 13. She was 83.",International Herald Tribune,[],[],2007-04-12T05:00:00+0000,article,IHT News,Arts,News,nyt://article/1b002186-8818-5ac5-abc1-f5de6847e9a8,541,nyt://article/1b002186-8818-5ac5-abc1-f5de6847e9a8,"Elizabeth Jolley, writer of 'Australian Gothic' fiction, dies at 83",,,"Elizabeth Jolley, writer of 'Australian Gothic' fiction, dies at 83",,,,By Margalit Fox,"[{'firstname': 'Margalit', 'middlename': None, 'lastname': 'Fox', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,,dementia
"Killed in a car crash three years ago, Justin Strzelczyk  is the fourth former N.F.L. player to have been found post-mortem to have brain damage that experts said was caused by persistent head trauma.",https://www.nytimes.com/2007/06/15/sports/football/15brain.html,"Killed in a car crash three years ago, Justin Strzelczyk  is the fourth former N.F.L. player to have been found post-mortem to have brain damage that experts said was caused by persistent head trauma.","WEST SENECA, N.Y., June 13 — Mary Strzelczyk spoke to the computer screen as clearly as it was speaking to her. “Oh, Justin,” she said through sobs, “I’m so sorry.”",The New York Times,"[{'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/06/15/sports/15brain.190.1.jpg', 'height': 240, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/06/15/sports/15brain.75.1.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/06/15/sports/15brain.75.1.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Brain', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Pittsburgh Steelers', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'National Football League', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Waters, Andre', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Upshaw, Gene', 'rank': 6, 'major': 'N'}]",2007-06-15T04:00:00+0000,article,Sports,Sports,News,nyt://article/339c6e67-0da2-5d9f-9537-3d15fecead4f,1253,nyt://article/339c6e67-0da2-5d9f-9537-3d15fecead4f,"Lineman, Dead at 36, Exposes Brain Injuries",,,"Lineman, Dead at 36, Sheds Light on Brain Injuries",,,,By Alan Schwarz,"[{'firstname': 'Alan', 'middlename': None, 'lastname': 'Schwarz', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,D,1,,Pro Football,dementia
Sara Davidson talks to two medical scientists about how the body ages and the research on trying to extend our healthy life span.,https://www.nytimes.com/2007/05/06/magazine/06dialogue-t.html,Sara Davidson talks to two medical scientists about how the body ages and the research on trying to extend our healthy life span.,"Sara Davidson talks to two medical scientists about how the body ages and the research on trying to extend our healthy life span. Participants: Lenny GUARENTE, PH.D.: Novartis professor of biology at M.I.T. and author of “Ageless Quest: One Scientist’s Search for Genes That Prolong Youth.”; Robert N. BUTLER, M.D.: Founding director of the National Institute on Aging, a founder of the Alzheimer’s Disease Association and winner of a Pulitzer Prize in 1976 for “Why Survive? Being Old in America.” He heads the International Longevity Center.; SARA DAVIDSON: Author, most recently, of “Leap! What Will We Do With the Rest of Our Lives?”",The New York Times,"[{'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/05/01/magazine/06long190.1.jpg', 'height': 254, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/05/01/magazine/06long75.1.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/05/01/magazine/06long75.1.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'organizations', 'value': 'National Institute on Aging', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Sinclair, David', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'NOVARTIS', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'International Longevity Center', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Massachusetts Institute of Technology', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Genetics and Heredity', 'rank': 10, 'major': 'N'}, {'name': 'persons', 'value': 'Venter, J Craig', 'rank': 11, 'major': 'N'}]",2007-05-06T04:00:00+0000,article,Magazine,Magazine,News,nyt://article/3f7502e6-3afe-500d-9d7b-f084cba27577,2820,nyt://article/3f7502e6-3afe-500d-9d7b-f084cba27577,"A Longer, Better Life",The New Middle Ages,,"A Longer, Better Life",,,,By Sara Davidson,"[{'firstname': 'Sara', 'middlename': None, 'lastname': 'Davidson', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,,dementia
Talking points for patients and physicians.,https://www.nytimes.com/ref/health/healthguide/esn-alzheimers-ask.html,Talking points for patients and physicians.,"Confronting a new diagnosis can be frightening — and because research changes so often, confusing. Here are some questions you may not think to ask your doctor, along with notes on why they’re important.",The New York Times,"[{'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/08/28/health/ask-doctorfinal190.jpg', 'height': 255, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}]","[{'name': 'subject', 'value': 'Medicine and Health', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}]",2007-08-29T04:00:00+0000,article,Science,Health,News,nyt://article/40a791ad-1747-5c79-914d-322405159e66,566,nyt://article/40a791ad-1747-5c79-914d-322405159e66,What to Ask About Alzheimer's Disease,Questions for Your Doctor,,What to Ask About Alzheimer’s Disease,,,,BY IRENE M. WIELAWSKI,"[{'firstname': 'Irene', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,Health Guide,dementia
Dilemmas involving the parental nest and a malpractice alert.,https://www.nytimes.com/2007/05/27/magazine/27wwln-ethicist-t.html,Dilemmas involving the parental nest and a malpractice alert.,"I am a single 62-year-old woman with a full-time job. Two years ago I allowed my 87-year-old mother, then quite ill, to live in my home with a 24/7 caretaker. Mother is now in good health, with mild dementia, but still needs the caretaker. I would desperately like them out of my home. None of my six siblings can take her in. What is my obligation? — name withheld, California",The New York Times,"[{'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2006/01/01/magazine/01job.752.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2006/01/01/magazine/01job.752.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Ethics', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Malpractice', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Doctors', 'rank': 4, 'major': 'N'}]",2007-05-27T04:00:00+0000,article,Magazine,Magazine,News,nyt://article/3c445a39-d349-57d3-8978-40f2646336bc,604,nyt://article/3c445a39-d349-57d3-8978-40f2646336bc,Age-Old Problem,The Ethicist,,Age-Old Problem,,,,By Randy Cohen,"[{'firstname': 'Randy', 'middlename': None, 'lastname': 'Cohen', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,,dementia
Many cannot help wondering if Alzheimer’s disease has peeled back inhibitions to expose an ugly side that the patient was repressing all along.,https://www.nytimes.com/2007/12/26/health/26cope.html,Many cannot help wondering if Alzheimer’s disease has peeled back inhibitions to expose an ugly side that the patient was repressing all along.,"Family members are sometimes shocked and mortified to hear a relative with Alzheimer’s disease blurt out uncharacteristic, awful remarks  swear words, racial slurs, bitter complaints about a spouse. Many cannot help wondering if the disease has peeled back inhibitions to expose an ugly side that the patient was repressing all along. Was he or she a closet bigot, unhappily married, pleasant on the outside but hostile underneath? Or should the harsh words be dismissed as random sparks from sick and dying brain cells? ",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/12/26/us/26cope.600.1.jpg', 'height': 280, 'width': 600, 'legacy': {'xlarge': 'images/2007/12/26/us/26cope.600.1.jpg', 'xlargewidth': 600, 'xlargeheight': 280}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/12/26/us/26cope.600.1.jpg', 'height': 280, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/12/26/us/26cope.75.1.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/12/26/us/26cope.75.1.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Brain', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': ""ALZHEIMER'S ASSN"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Columbia University', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'University of Pittsburgh', 'rank': 8, 'major': 'N'}]",2007-12-26T05:00:00+0000,article,National,Health,Series,nyt://article/1f53aa49-2bb5-564c-a3f2-921c7ed7bea4,537,nyt://article/1f53aa49-2bb5-564c-a3f2-921c7ed7bea4,"Disease Brings Drastic Changes to Patients, and Stress to Family Members",Coping With Alzheimer’s,,"Disease Brings Drastic Changes to Patients, and Stress to Family Members",,,,By Denise Grady,"[{'firstname': 'Denise', 'middlename': None, 'lastname': 'Grady', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,25,,,dementia
"CRANSTON, Rhode Island — Behind the barbed wire and thick walls of the state mental hospital here are two patients who have not been allowed to live in the outside world for 20 years. Both were found not guilty of murder by reason of insanity.",https://www.nytimes.com/2007/06/19/world/americas/19iht-19vote.6203813.html,,"CRANSTON, Rhode Island — Behind the barbed wire and thick walls of the state mental hospital here are two patients who have not been allowed to live in the outside world for 20 years. Both were found not guilty of murder by reason of insanity.",International Herald Tribune,[],[],2007-06-19T05:00:00+0000,article,IHT News,World,News,nyt://article/98e71626-36c0-5e0c-b299-1915a65bdc27,1377,nyt://article/98e71626-36c0-5e0c-b299-1915a65bdc27,U.S. states face decisions on who is mentally fit to vote,,,U.S. states face decisions on who is mentally fit to vote,,,,By Pam Belluck,"[{'firstname': 'Pam', 'middlename': None, 'lastname': 'Belluck', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,Americas,dementia
