abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,print_section,print_page,subsection_name,query_consulta
"Dr. Jack Kevorkian - aka ""Doctor Death"" for helping chronically ill and terminally ill patients commit suicide - has emerged from prison as deluded and unrepentant as ever. Brushing aside criticism by other supporters of medically assisted suicide that his tactics were reckless and harmful to their cause, Kevorkian asserted: ""I did it right. I didn't care what they did or didn't do. When I'm going to do it, I'm going to do it right.""",https://www.nytimes.com/2007/06/05/opinion/05iht-edkevork.1.6006619.html,,"Dr. Jack Kevorkian - aka ""Doctor Death"" for helping chronically ill and terminally ill patients commit suicide - has emerged from prison as deluded and unrepentant as ever. Brushing aside criticism by other supporters of medically assisted suicide that his tactics were reckless and harmful to their cause, Kevorkian asserted: ""I did it right. I didn't care what they did or didn't do. When I'm going to do it, I'm going to do it right.""",International Herald Tribune,[],[],2007-06-05T05:00:00+0000,article,IHT News,Opinion,News,nyt://article/5bb9897e-1e67-5a42-bbb3-c01eef833970,419,nyt://article/5bb9897e-1e67-5a42-bbb3-c01eef833970,"No, Dr. Kevorkian, you still got it wrong",,,"No, Dr. Kevorkian, you still got it wrong",,,,,[],,,,,Alzheimer
Scientists said today that they created what appear to be embryonic stem cells without having to make or destroy an embryo.,https://www.nytimes.com/2007/11/21/science/21stem.html,Scientists said today that they created what appear to be embryonic stem cells without having to make or destroy an embryo., Two teams of scientists are reporting today that they turned human skin cells into what appear to be embryonic stem cells without having to make or destroy an embryo — a feat that could quell the ethical debate troubling the field. ,The New York Times,[],"[{'name': 'subject', 'value': 'Stem Cells', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Genetics and Heredity', 'rank': 2, 'major': 'N'}]",2007-11-21T05:00:00+0000,article,Science,Science,News,nyt://article/155b2667-23c3-5184-9e6b-28fff5dfff18,1757,nyt://article/155b2667-23c3-5184-9e6b-28fff5dfff18,New Stem Cell Method Could Ease Ethical Concerns,,,EMBARGO LIFTED AT 9:10 A.M. 11/20.,,,,By GINA KOLATA,"[{'firstname': 'Gina', 'middlename': None, 'lastname': 'KOLATA', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,Alzheimer
Turning human skin cells into what appear to be embryonic stem cells without having to make or destroy an embryo could quell an ethical debate.,https://www.nytimes.com/2007/11/21/science/21stem.html,Turning human skin cells into what appear to be embryonic stem cells without having to make or destroy an embryo could quell an ethical debate.,Two teams of scientists reported yesterday that they had turned human skin cells into what appear to be embryonic stem cells without having to make or destroy an embryo — a feat that could quell the ethical debate troubling the field. ,The New York Times,"[{'rank': 0, 'subtype': 'wide', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/11/20/science/1121-nat-webSTEM_190.jpg', 'height': 126, 'width': 190, 'legacy': {'widewidth': 190, 'wideheight': 126, 'wide': 'images/2007/11/20/science/1121-nat-webSTEM_190.jpg'}, 'subType': 'wide', 'crop_name': 'thumbWide'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/11/20/science/1121-nat-webSTEM_full.jpg', 'height': 568, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}]","[{'name': 'subject', 'value': 'Cloning', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Ethics', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Stem Cells', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Reproduction (Biological)', 'rank': 4, 'major': 'N'}]",2007-11-21T05:00:00+0000,article,National,Science,News,nyt://article/19481254-4c48-565c-8fec-3b25eca9d243,1689,nyt://article/19481254-4c48-565c-8fec-3b25eca9d243,Scientists Bypass Need for Embryo to Get Stem Cells,,,SCIENTISTS BYPASS NEED FOR EMBRYO TO GET STEM CELLS,,,,By Gina Kolata,"[{'firstname': 'Gina', 'middlename': None, 'lastname': 'Kolata', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,1,,Alzheimer
Two teams of scientists are reporting Tuesday that they turned human skin cells into what appear to be embryonic stem cells without having to make or destroy an embryo — a feat that could quell the ethical debate troubling the field.,https://www.nytimes.com/2007/11/20/health/20iht-20stem.2.8406790.html,,Two teams of scientists are reporting Tuesday that they turned human skin cells into what appear to be embryonic stem cells without having to make or destroy an embryo — a feat that could quell the ethical debate troubling the field.,International Herald Tribune,[],[],2007-11-20T05:00:00+0000,article,IHT News,Health,News,nyt://article/218df8d4-7f3e-531a-83d0-621371a6665e,1712,nyt://article/218df8d4-7f3e-531a-83d0-621371a6665e,Breakthrough in stem cell research could ease ethical concerns,,,Breakthrough in stem cell research could ease ethical concerns,,,,By Gina Kolata,"[{'firstname': 'Gina', 'middlename': None, 'lastname': 'Kolata', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,Alzheimer
Two teams of scientists reported Tuesday that they had turned human skin cells into what appear to be embryonic stem cells without having to make or destroy an embryo - a feat that could quell the ethical debate troubling the field.,https://www.nytimes.com/2007/11/20/health/20iht-stem.4.8411710.html,,Two teams of scientists reported Tuesday that they had turned human skin cells into what appear to be embryonic stem cells without having to make or destroy an embryo - a feat that could quell the ethical debate troubling the field.,International Herald Tribune,[],[],2007-11-20T05:00:00+0000,article,IHT News,Health,News,nyt://article/d5e3e650-8bd5-5d58-8bbb-184eb14f2b1f,1653,nyt://article/d5e3e650-8bd5-5d58-8bbb-184eb14f2b1f,"A stem cell breakthrough, without embryos",,,"A stem cell breakthrough, without embryos",,,,By Gina Kolata,"[{'firstname': 'Gina', 'middlename': None, 'lastname': 'Kolata', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,Alzheimer
Two teams of scientists reported Tuesday that they had turned human skin cells into what appear to be embryonic stem cells without having to make or destroy an embryo - a feat that could quell the ethical debate troubling the field.,https://www.nytimes.com/2007/11/20/health/20iht-stem.3.8407237.html,,Two teams of scientists reported Tuesday that they had turned human skin cells into what appear to be embryonic stem cells without having to make or destroy an embryo - a feat that could quell the ethical debate troubling the field.,International Herald Tribune,[],[],2007-11-20T05:00:00+0000,article,IHT News,Health,News,nyt://article/91b9c9b1-aded-5dce-aaeb-f15f9e4328b7,1678,nyt://article/91b9c9b1-aded-5dce-aaeb-f15f9e4328b7,"A stem cell breakthrough, without embryos",,,"A stem cell breakthrough, without embryos",,,,By Gina Kolata,"[{'firstname': 'Gina', 'middlename': None, 'lastname': 'Kolata', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,Alzheimer
"Concussions are an issue in all of football, but for the New York Jets, an institutional silence persists on the matter.",https://www.nytimes.com/2007/12/22/sports/football/22concussions.html,"Concussions are an issue in all of football, but for the New York Jets, an institutional silence persists on the matter.","Laveranues Coles is equal parts receiver and raconteur, the New York Jets player who talks when no one else will. But upon hearing one subject  concussions, specifically the two he has sustained in the past year  he immediately lost his smile, and looked around the locker room to see who might be listening.",The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/12/22/sports/22concussion-450.jpg', 'height': 450, 'width': 341, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/12/22/sports/22concussion-190.jpg', 'height': 250, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/12/22/sports/22concussion-75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/12/22/sports/22concussion-75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Concussions', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'New York Jets', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Chrebet, Wayne', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Mangini, Eric', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Athletics and Sports', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'National Football League', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Coles, Laveranues', 'rank': 8, 'major': 'N'}]",2007-12-22T05:00:00+0000,article,Sports,Sports,News,nyt://article/f0d331e1-4cda-5589-85e9-80bee751eae7,1777,nyt://article/f0d331e1-4cda-5589-85e9-80bee751eae7,"For Jets, Silence on Concussions Signals Unease",,,"For Jets, Silence On Concussions Signals Unease",,,,By Alan Schwarz,"[{'firstname': 'Alan', 'middlename': None, 'lastname': 'Schwarz', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,1,Pro Football,Alzheimer
"Musings on sleep from scientists, philosophers, artists and more. ",https://www.nytimes.com/2007/10/23/science/23quot.html,"Musings on sleep from scientists, philosophers, artists and more. ","My experience was that one can survive on two to three hours of sleep per night — with occasional naps — for two or three weeks. After that, all pretenses of rationality were blown. I’ve since asked sleep scientists what happens to your brain in a three-minute nap that restores your ability to drive, teach, think and yell at grad students. They’ve never answered.",The New York Times,[],"[{'name': 'subject', 'value': 'Sleep', 'rank': 1, 'major': 'N'}]",2007-10-23T04:00:00+0000,article,Science,Science,List,nyt://article/e4519aa9-f6c8-542b-8401-bc3784a1e16c,1257,nyt://article/e4519aa9-f6c8-542b-8401-bc3784a1e16c,Eyes Wide Shut: Thoughts on Sleep,,,Sleep,,,,,[],,F,1,,Alzheimer
"The rate of diagnosed clinical depression among retired National Football League players is strongly correlated with the number of concussions they sustained, according to a study published Thursday.",https://www.nytimes.com/2007/05/31/sports/31iht-NFL.1.5940018.html,,"The rate of diagnosed clinical depression among retired National Football League players is strongly correlated with the number of concussions they sustained, according to a study published Thursday.",International Herald Tribune,[],[],2007-05-31T05:00:00+0000,article,IHT News,Sports,News,nyt://article/bc8497dd-e005-59db-94ad-ce15cd188064,1135,nyt://article/bc8497dd-e005-59db-94ad-ce15cd188064,NFL: Survey links concussions to depression,,,NFL: Survey links concussions to depression,,,,By Alan Schwarz,"[{'firstname': 'Alan', 'middlename': None, 'lastname': 'Schwarz', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,Alzheimer
The American Cancer Society plans to devote its 2007 ad budget to the consequences of inadequate health coverage.,https://www.nytimes.com/2007/08/31/us/31cancer.html,The American Cancer Society plans to devote its 2007 ad budget to the consequences of inadequate health coverage.,"ATLANTA, Aug. 30 — In a stark departure from past practice, the American Cancer Society plans to devote its entire $15 million advertising budget this year not to smoking cessation or colorectal screening but to the consequences of inadequate health coverage.",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/08/31/us/advertisement600.jpg', 'height': 280, 'width': 600, 'legacy': {'xlarge': 'images/2007/08/31/us/advertisement600.jpg', 'xlargewidth': 600, 'xlargeheight': 280}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/08/31/us/advertisement600.jpg', 'height': 280, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/08/31/us/advertisement395.jpg', 'height': 250, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/08/31/us/advertisement75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/08/31/us/advertisement75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Health Insurance and Managed Care', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Cancer', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Advertising and Marketing', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'AMERICAN CANCER SOCIETY', 'rank': 5, 'major': 'N'}]",2007-08-31T04:00:00+0000,article,National,U.S.,News,nyt://article/d9fea022-d4ee-54f3-a4c0-b851ab217047,1140,nyt://article/d9fea022-d4ee-54f3-a4c0-b851ab217047,Cancer Society Focuses Its Ads on the Uninsured,,,Cancer Society Focuses Its Ads On Uninsured,,,,By Kevin Sack,"[{'firstname': 'Kevin', 'middlename': None, 'lastname': 'Sack', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,1,,Alzheimer
"In 55 seasons at Grambling State University, Eddie Robinson won more than 400 football games.",https://www.nytimes.com/2007/04/05/sports/ncaafootball/05robinson.html,"In 55 seasons at Grambling State University, Eddie Robinson won more than 400 football games.","Eddie Robinson, who in 55 seasons as the football coach at Grambling State University won a record number of games, mentored scores of future professional players and helped bring racial awareness to a segregated Southern society, died late Tuesday night in Ruston, La. He was 88 and lived in Grambling, La. ",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/04/04/sports/04robin600.jpg', 'height': 370, 'width': 600, 'legacy': {'xlarge': 'images/2007/04/04/sports/04robin600.jpg', 'xlargewidth': 600, 'xlargeheight': 370}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/04/04/sports/04robin600.jpg', 'height': 370, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/04/04/sports/04robin75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/04/04/sports/04robin75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'persons', 'value': 'Robinson, Eddie', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Obituaries)', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Grambling State University', 'rank': 4, 'major': 'N'}]",2007-04-05T04:00:00+0000,article,Sports,Sports,Obituary (Obit),nyt://article/36582407-a886-531d-957d-a714601bec51,1079,nyt://article/36582407-a886-531d-957d-a714601bec51,"Eddie Robinson, 88, Pioneer Grambling Coach, Is Dead",,,"Eddie Robinson, 88, Pioneer Grambling Coach, Is Dead",,,,By William N. Wallace and Frank Litsky,"[{'firstname': 'William', 'middlename': 'N.', 'lastname': 'Wallace', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Frank', 'middlename': None, 'lastname': 'Litsky', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,B,7,College Football,Alzheimer
