abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,subsection_name,slideshow_credits,query_consulta
The Carpetbagger makes his predictions for the 80th Academy Awards.,https://www.nytimes.com/2008/02/22/movies/awardsseason/22osca.html,The Carpetbagger makes his predictions for the 80th Academy Awards.,"YOU could be forgiven for arriving poolside for the Oscars in tardy fashion this year. With the brutal writers’ strike and the most interesting primary political season in a half-century, perhaps the most frequent answer to the question “What will win best picture this year?” is “Who cares?”",E,1,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/02/21/arts/22oscar-600.jpg', 'height': 330, 'width': 600, 'legacy': {'xlarge': 'images/2008/02/21/arts/22oscar-600.jpg', 'xlargewidth': 600, 'xlargeheight': 330}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/02/21/arts/22oscar-600.jpg', 'height': 330, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/02/21/arts/22oscar-395.jpg', 'height': 250, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/02/21/arts/22oscars.1-75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/02/21/arts/22oscars.1-75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'MOTION PICTURES', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Academy Awards (Oscars)', 'rank': 2, 'major': 'N'}]",2008-02-22T05:00:00+0000,article,Weekend,Movies,News,nyt://article/6a92e0a9-e9a5-54fa-b5dc-a05934b01e34,2442,nyt://article/6a92e0a9-e9a5-54fa-b5dc-a05934b01e34,An Oscars Crystal Ball,,,"What’s Up, Golden Boy?",,,,By David Carr,"[{'firstname': 'David', 'middlename': None, 'lastname': 'Carr', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Awards Season,,Alzheimer
"In this lesson, students test and reflect on how the brain receives, interprets and translates contradictory verbal and auditory cues into movement. Then, after learning about a new innovation in brain research and robotics, they diagram the brain and nervous system activities involved in voluntary motion and incorporate this knowledge into a creative work of science fiction.",https://learning.blogs.nytimes.com/2008/01/15/we-think-therefore-we-move/,"In this lesson, students test and reflect on how the brain receives, interprets and translates contradictory verbal and auditory cues into movement. Then, after learning about a new innovation in brain research and robotics, they diagram the brain...",Note: This lesson was originally published on an older version of The Learning Network; the link to the related Times article will take you to a page on the old site.,,,The New York Times,[],[],2008-01-15T16:23:00+0000,article,,Education,News,nyt://article/610e5b50-1bce-589c-a477-d3602b102b21,2432,nyt://article/610e5b50-1bce-589c-a477-d3602b102b21,"We Think, Therefore We Move",The Learning Network,,,,,,By Catherine Hutchings and Bridget Anderson,"[{'firstname': 'Catherine', 'middlename': None, 'lastname': 'Hutchings', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Bridget', 'middlename': None, 'lastname': 'Anderson', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,,,Alzheimer
"Summer DVD picks include “La Chinoise,” “The Sword in the Stone,” a documentary on Joy Division and more.",https://www.nytimes.com/2008/05/04/movies/moviesspecial/04dvds.html,"Summer DVD picks include “La Chinoise,” “The Sword in the Stone,” a documentary on Joy Division and more.",La Chinoise,,,The New York Times,"[{'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/05/01/movies/dvds_5_190.jpg', 'height': 141, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/05/01/movies/dvds_5_75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/05/01/movies/dvds_5_75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'MOTION PICTURES', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DVD (Digital Versatile Disc)', 'rank': 2, 'major': 'N'}]",2008-05-04T08:21:00+0000,article,Arts&Leisure,Movies,News,nyt://article/a66825db-0de9-58bc-a3f3-4d017396fea6,2407,nyt://article/a66825db-0de9-58bc-a3f3-4d017396fea6,For Air-Conditioned Living Rooms,Summer DVDs,,,,,,By Charles Taylor and Stephanie Zacharek,"[{'firstname': 'Charles', 'middlename': None, 'lastname': 'Taylor', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Stephanie', 'middlename': None, 'lastname': 'Zacharek', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,Movies,,Alzheimer
"You could be forgiven for arriving poolside for the Oscars in tardy fashion this year. With the brutal writers' strike and the most interesting primary political season in a half-century, perhaps the most frequent answer to the question ""What will win best picture this year?"" is ""Who cares?""",https://www.nytimes.com/2008/02/22/arts/22iht-22osca.10297739.html,,"You could be forgiven for arriving poolside for the Oscars in tardy fashion this year. With the brutal writers' strike and the most interesting primary political season in a half-century, perhaps the most frequent answer to the question ""What will win best picture this year?"" is ""Who cares?""",,,International Herald Tribune,[],[],2008-02-22T05:00:00+0000,article,IHT News,Arts,News,nyt://article/130391c0-5ecb-5092-891f-bc49bbdf976a,2301,nyt://article/130391c0-5ecb-5092-891f-bc49bbdf976a,Oscar predictions: Looking into the crystal ball,,,Oscar predictions: Looking into the crystal ball,,,,By David Carr,"[{'firstname': 'David', 'middlename': None, 'lastname': 'Carr', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,Alzheimer
"A new drug aimed at treating schizophrenia turns its focus away from dopamine and instead on the effects of glutamate, another powerful neurotransmitter.",https://www.nytimes.com/2008/02/24/business/24drug.html,"A new drug aimed at treating schizophrenia turns its focus away from dopamine and instead on the effects of glutamate, another powerful neurotransmitter.","NORTH WALES, Pa.  SCIENTISTS who develop drugs are familiar with disappointment  brilliant theories that don’t pan out or promising compounds derailed by unexpected side effects. They are accustomed to small steps and wrong turns, to failure after failure  until, in a moment, with hard work, brainpower and a lot of luck, all those little failures turn into one big success.",BU,1,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/02/24/business/24cover.xlarge1.jpg', 'height': 350, 'width': 600, 'legacy': {'xlarge': 'images/2008/02/24/business/24cover.xlarge1.jpg', 'xlargewidth': 600, 'xlargeheight': 350}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/02/24/business/24cover.xlarge1.jpg', 'height': 350, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/02/24/business/24cover.3951.jpg', 'height': 260, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/02/24/business/24cover.751.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/02/24/business/24cover.751.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Lilly, Eli, & Co', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'National Institute of Mental Health', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Schizophrenia', 'rank': 5, 'major': 'N'}]",2008-02-24T05:00:00+0000,article,SundayBusiness,Business Day,News,nyt://article/bc5dcfb7-98c0-5060-b2c0-16f851edfeb7,2684,nyt://article/bc5dcfb7-98c0-5060-b2c0-16f851edfeb7,Daring to Think Differently About Schizophrenia,,,Daring to Think Differently About Schizophrenia,,,,By Alex Berenson,"[{'firstname': 'Alex', 'middlename': None, 'lastname': 'Berenson', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,Alzheimer
COMEDY.,https://www.nytimes.com/2008/11/09/nyregion/long-island/09listingsli.html,COMEDY.,COMEDY,LI,8,The New York Times,[],[],2008-11-16T12:05:11+0000,article,Regionals,New York,Schedule,nyt://article/60b32361-d83e-5e7c-9ed3-dd743afb00f0,2217,nyt://article/60b32361-d83e-5e7c-9ed3-dd743afb00f0,Events in Long Island,Calendar,,,,,,,[],,Long Island,,Alzheimer
"Thousands of groups around the world, like the Michael J. Fox Foundation, are dedicated to eliminating one particular disease or another.",https://www.nytimes.com/2008/11/11/giving/11SICK.html,"Thousands of groups around the world, like the Michael J. Fox Foundation, are dedicated to eliminating one particular disease or another.","A few years after Michael J. Fox revealed that he had Parkinson’s disease, he attended the annual charity auction for the Robin Hood Foundation, a New York philanthropy financed largely from donations by wealthy hedge fund managers. Mr. Fox was in his late 30s at the time. He had been living with Parkinson’s since 1991, when he received the diagnosis at the age of 30, but had kept quiet about it while he continued his acting career. It was only in 1998, when his symptoms  the uncontrollable tremors and halting speech that characterize those with Parkinson’s  had become pronounced enough that he could no longer continue with his hit show “Spin City” that he finally let the news out.",F,1,The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/11/11/giving/11nocera_500.jpg', 'height': 500, 'width': 367, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/11/11/giving/11nocera_190.jpg', 'height': 259, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/11/11/giving/11nocera_75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/11/11/giving/11nocera_75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Medicine and Health', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Philanthropy', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Parkinson's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Fox, Michael J', 'rank': 4, 'major': 'N'}]",2008-11-11T03:09:53+0000,article,SpecialSections,Giving,News,nyt://article/2a6cbe58-3874-53c7-a558-9c3546b2837b,2985,nyt://article/2a6cbe58-3874-53c7-a558-9c3546b2837b,Taking Science Personally,Talking Business,,Taking Science Personally,,,,By Joe Nocera,"[{'firstname': 'Joe', 'middlename': None, 'lastname': 'Nocera', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,Alzheimer
AROUND TOWN.,https://www.nytimes.com/2008/10/24/arts/24wspare.html,AROUND TOWN.,‘THALIA FOLLIES: AT LAST  AN ELECTION!’,,,The New York Times,[],"[{'name': 'subject', 'value': 'Art', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Museums', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Theater', 'rank': 3, 'major': 'N'}]",2008-10-24T00:44:08+0000,article,Weekend,Arts,Schedule,nyt://article/f0aaaa30-f7d5-593a-8ea1-4475242d544c,2709,nyt://article/f0aaaa30-f7d5-593a-8ea1-4475242d544c,Spare Times,,,,,,,By The New York Times,[],The New York Times,,,Alzheimer
COMEDY.,https://www.nytimes.com/2008/11/09/nyregion/long-island/09listingsli-web.html,COMEDY.,COMEDY,,,The New York Times,[],"[{'name': 'glocations', 'value': 'Long Island (NY)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Art', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Culture', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Theater', 'rank': 4, 'major': 'N'}]",2008-11-05T23:34:01+0000,article,Regionals,New York,Schedule,nyt://article/4a98ab6f-179b-5c8d-abed-46efcab34f31,2719,nyt://article/4a98ab6f-179b-5c8d-abed-46efcab34f31,Events in Long Island,Calendar,,,,,,By The New York Times,[],The New York Times,Long Island,,Alzheimer
Conclusion: Anna Hewes gave George a trove of letters written on behalf of Wilson Corbett that made it clear that George was Corbett’s son.,https://www.nytimes.com/2008/08/17/magazine/17serial-t.html,Conclusion: Anna Hewes gave George a trove of letters written on behalf of Wilson Corbett that made it clear that George was Corbett’s son.,Conclusion: The Last Conversation,MM,22,The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/08/17/magazine/17serial-500.jpg', 'height': 500, 'width': 500, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/08/17/magazine/17serial-190.jpg', 'height': 190, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/08/17/magazine/17serial-75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/08/17/magazine/17serial-75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Writing and Writers', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 2, 'major': 'N'}]",2008-08-15T20:54:47+0000,article,Magazine,Magazine,Series,nyt://article/77fa835b-f9de-5e42-b58f-676e9c7413cb,3208,nyt://article/77fa835b-f9de-5e42-b58f-676e9c7413cb,Mrs. Corbett’s Request,The Funny Pages | Sunday Serial,,Mrs. Corbett’s Request,,,,By Colin Harrison,"[{'firstname': 'Colin', 'middlename': None, 'lastname': 'Harrison', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,Alzheimer
Fifteen film actors whose performances in 2007 marked a career-defining moment — and set them above the rest.,https://www.nytimes.com/2008/02/10/magazine/10Oscars-t.html,Fifteen film actors whose performances in 2007 marked a career-defining moment — and set them above the rest.," In 2005, at the Sundance Film Festival, a star was born, but almost no one noticed. Well, actually, a few studio executives who saw “Hard Candy” raved about the performance of the unknown Ellen Page  she played an avenging, psychopathic 14-year-old who entices and then violently tortures a would-be pedophile. But the movie was so relentlessly disturbing (at one point, Page’s character ties her enemy down and slowly begins to castrate him) that when “Hard Candy” was released the following year, no one went to see it. What the audience missed then is what they later found in “Juno”  the birth of a different sort of actress. Unlike her glamour-girl peers who double as tabloid superstars, Page, who is now 20, is a tomboy  her on-screen persona is sharp, clear-eyed, determined and self-consciously original. In “Hard Candy,” she managed to be adorable and persuasive while wielding a large knife; in 2007, that same spirit and charm animated “Juno,” a kind of fairy tale about a pregnant 16-year-old who decides to have the baby and give it to the couple (in the end, half the couple) she chooses. In “Juno,” the lack of realism  no one questions Juno’s decision  and the lack of politics are trumped by the overwhelming appeal of Page’s acting. She is so alive on screen  so unique, so ingratiating  that she makes the character, and the entire film, believable.",MM,51,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/02/08/magazine/10Oscars.600.jpg', 'height': 171, 'width': 600, 'legacy': {'xlarge': 'images/2008/02/08/magazine/10Oscars.600.jpg', 'xlargewidth': 600, 'xlargeheight': 171}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/02/08/magazine/10Oscars.600.jpg', 'height': 171, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/02/08/magazine/10Oscars.75.75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/02/08/magazine/10Oscars.75.75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Academy Awards (Oscars)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Actors and Actresses', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Page, Ellen', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Rogen, Seth', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Cera, Michael', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Leigh, Jennifer Jason', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Ryan, Amy', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Brolin, Josh', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'McAvoy, James', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Sturgess, Jim', 'rank': 10, 'major': 'N'}, {'name': 'persons', 'value': 'Cotillard, Marion', 'rank': 11, 'major': 'N'}, {'name': 'persons', 'value': 'Dano, Paul', 'rank': 12, 'major': 'N'}, {'name': 'persons', 'value': 'Holbrook, Hal', 'rank': 13, 'major': 'N'}, {'name': 'persons', 'value': 'Christie, Julie', 'rank': 14, 'major': 'N'}, {'name': 'persons', 'value': 'Affleck, Casey', 'rank': 15, 'major': 'N'}, {'name': 'persons', 'value': 'Miller, Sienna', 'rank': 16, 'major': 'N'}, {'name': 'persons', 'value': 'Paltrow, Jake', 'rank': 17, 'major': 'N'}, {'name': 'persons', 'value': 'McGinley, Ryan', 'rank': 18, 'major': 'N'}, {'name': 'subject', 'value': 'MOTION PICTURES', 'rank': 19, 'major': 'N'}]",2008-02-10T05:00:00+0000,article,Magazine,Magazine,News,nyt://article/966ff509-38bf-57a4-834c-b441c7985fc7,3212,nyt://article/966ff509-38bf-57a4-834c-b441c7985fc7,Breaking Through,2008 Oscars Portfolio,,Breaking Through,,,,By LYNN HIRSCHBERG; Photographs by RYAN McGINLEY,"[{'firstname': 'Lynn', 'middlename': None, 'lastname': 'HIRSCHBERG', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,Alzheimer
