abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,query_consulta
"In the largest randomized trial of ginkgo biloba to date, researchers found that the extract did not prevent or delay memory loss or Alzheimer’s disease.",https://www.nytimes.com/2008/11/19/health/research/18gingko.html,"In the largest randomized trial of ginkgo biloba to date, researchers found that the extract did not prevent or delay memory loss or Alzheimer’s disease.","The largest and longest independent clinical trial to assess ginkgo biloba’s ability to prevent memory loss has found that the supplement does not prevent or delay dementia or Alzheimer’s disease, researchers are reporting. ",,,The New York Times,"[{'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/11/18/health/research/ginkgo.190.jpg', 'height': 284, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/11/18/health/research/ginkgo.75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/11/18/health/research/ginkgo.75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Medicine and Health', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Ginkgo Biloba', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}]",2008-11-18T22:28:11+0000,article,Science,Health,Research,News,nyt://article/69821ac6-ffd6-5281-89cc-01ef60fd0855,680,nyt://article/69821ac6-ffd6-5281-89cc-01ef60fd0855,"Ginkgo Biloba Ineffective Against Dementia, Researchers Find",,,"Ginkgo Biloba Ineffective Against Dementia, Researchers Find",,,,By Roni Caryn Rabin,"[{'firstname': 'Roni', 'middlename': 'Caryn', 'lastname': 'Rabin', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
To the Editor:.,https://www.nytimes.com/2008/08/30/opinion/lweb30thatcher.html,To the Editor:.,To the Editor:,,,The New York Times,[],"[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Thatcher, Margaret H', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Reagan, Ronald Wilson', 'rank': 3, 'major': 'N'}]",2008-08-30T04:00:00+0000,article,Letters,Opinion,,Letter,nyt://article/68b2fff2-b043-5786-98ea-bd0d379de667,132,nyt://article/68b2fff2-b043-5786-98ea-bd0d379de667,Dementia Is Not Shameful,Letter,,Dementia Is Not Shameful,,,,,[],,dementia
"Scientists have identified a part of the brain that decodes visual, and social, contexts.",https://www.nytimes.com/2008/06/03/health/research/03sarc.html,"Scientists have identified a part of the brain that decodes visual, and social, contexts.","There was nothing very interesting in Katherine P. Rankin’s study of sarcasm  at least, nothing worth your important time. All she did was use an M.R.I. to find the place in the brain where the ability to detect sarcasm resides. But then, you probably already knew it was in the right parahippocampal gyrus. ",F,6,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/06/02/science/03sarc-600.jpg', 'height': 340, 'width': 600, 'legacy': {'xlarge': 'images/2008/06/02/science/03sarc-600.jpg', 'xlargewidth': 600, 'xlargeheight': 340}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/06/02/science/03sarc-600.jpg', 'height': 340, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/06/02/science/03sarc-395.jpg', 'height': 260, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/06/02/science/03sarc-75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/06/02/science/03sarc-75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Brain', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}]",2008-06-03T04:00:00+0000,article,Science,Health,Research,News,nyt://article/9c345810-4e48-5370-9756-5744edb7811c,907,nyt://article/9c345810-4e48-5370-9756-5744edb7811c,The Science of Sarcasm (Not That You Care),,,The Science of Sarcasm (Not That You Care),,,,By Dan Hurley,"[{'firstname': 'Dan', 'middlename': None, 'lastname': 'Hurley', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
Sue Halpern finds out what scientists know about dementia.,https://www.nytimes.com/2008/05/25/books/review/Dunn-t.html,Sue Halpern finds out what scientists know about dementia.,"Behind all the good-natured joking about “senior moments” lies real frustration and fear. How empowering, then, that we can do something to ward off normal, age-related memory loss: exercise. No, it’s not as easy as popping a pill. But as Sue Halpern reports in “Can’t Remember What I Forgot,” even a few brisk walks per week can have a measurable effect. Exercise promotes the birth of new neurons in the very part of the hippocampus (a brain structure crucial to forming new memories) that begins to malfunction with age. Exercise also counters age-related shrinking of the prefrontal cortex, an area involved in concentration and working memory (as in remembering a phone number long enough to dial).",BR,23,The New York Times,"[{'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/05/25/books/dunn-190.jpg', 'height': 265, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/05/25/books/dunn-75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/05/25/books/dunn-75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Memory', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Aphasia', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Halpern, Sue', 'rank': 7, 'major': 'N'}]",2008-05-25T04:00:00+0000,article,BookReview,Books,Book Review,Review,nyt://article/3863332c-e84d-5559-906c-122cee93f98f,913,nyt://article/3863332c-e84d-5559-906c-122cee93f98f,Partial Recall,,,Partial Recall,,,,By Kyla Dunn,"[{'firstname': 'Kyla', 'middlename': None, 'lastname': 'Dunn', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
"Research suggests that staying active, physically and mentally, may help the aging brain remain fit, too.",https://www.nytimes.com/2008/05/13/health/13brain.html,"Research suggests that staying active, physically and mentally, may help the aging brain remain fit, too."," AMERICANS may worry about heart disease, stroke and diabetes, but they downright dread Alzheimer’s disease, a recent survey found.",SPG,4,The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/05/13/health/13brain.large1.jpg', 'height': 467, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/05/13/health/13brain.1901.jpg', 'height': 137, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/05/13/health/13brain.751.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/05/13/health/13brain.751.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Brain', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 6, 'major': 'N'}]",2008-05-13T04:00:00+0000,article,SpecialSections,Health,,News,nyt://article/55bcacd1-4ce1-5c89-a6b5-1ad69310fc17,939,nyt://article/55bcacd1-4ce1-5c89-a6b5-1ad69310fc17,"For a Sharp Brain, Stimulation",Brain,,"For a Sharp Brain, Stimulation",,,,By Roni Caryn Rabin,"[{'firstname': 'Roni', 'middlename': 'Caryn', 'lastname': 'Rabin', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
To the Editor:.,https://www.nytimes.com/2008/07/01/health/01lett-MEDICATIONAN_LETTERS.html,To the Editor:.,To the Editor:,F,4,The New York Times,[],[],2008-07-01T04:00:00+0000,article,Science,Health,,Letter,nyt://article/a9f56260-6cf2-58a3-bdd7-5520a46fcb9f,134,nyt://article/a9f56260-6cf2-58a3-bdd7-5520a46fcb9f,Medication and Dementia (1 Letter),Letters,,Medication And Dementia,,,,,[],,dementia
"A history of depression is associated with an increased risk for Alzheimer’s disease, a new study has found.",https://www.nytimes.com/2008/04/29/health/research/29agin.html,"A history of depression is associated with an increased risk for Alzheimer’s disease, a new study has found.","A history of depression is associated with an increased risk for Alzheimer’s disease, a new study has found, especially when the depression develops before age 60.",F,6,The New York Times,[],"[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Depression (Mental)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 5, 'major': 'N'}]",2008-04-29T04:00:00+0000,article,Science,Health,Research,News,nyt://article/315080b2-3d88-570f-8a02-c3719813c8b8,223,nyt://article/315080b2-3d88-570f-8a02-c3719813c8b8,Aging: Depression Tied to Alzheimer’s,Vital Signs,,Depression Tied to Alzheimer’s,,,,By Nicholas Bakalar,"[{'firstname': 'Nicholas', 'middlename': None, 'lastname': 'Bakalar', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
"People who are on a path to develop Alzheimer’s disease may hasten its arrival if they drink or smoke too much, researchers say.",https://www.nytimes.com/2008/04/22/health/research/22agin.html,"People who are on a path to develop Alzheimer’s disease may hasten its arrival if they drink or smoke too much, researchers say.","People who are on a path to develop Alzheimer’s disease may hasten its arrival if they drink or smoke too much, researchers say.",F,6,The New York Times,[],"[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Genetics and Heredity', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Smoking and Tobacco', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 5, 'major': 'N'}]",2008-04-22T04:00:00+0000,article,Science,Health,Research,News,nyt://article/4ec9cca1-2b1f-5786-9a14-25205aca892d,239,nyt://article/4ec9cca1-2b1f-5786-9a14-25205aca892d,"Aging: Smoking, Drinking and Alzheimer’s Risk",Vital Signs,,"Aging: Smoking, Drinking and Alzheimer’s Risk",,,,By Eric Nagourney,"[{'firstname': 'Eric', 'middlename': None, 'lastname': 'Nagourney', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
Some patients with FTD develop artistic abilities when frontal brain areas decline and posterior regions take over.,https://www.nytimes.com/2008/04/08/health/08brai.html,Some patients with FTD develop artistic abilities when frontal brain areas decline and posterior regions take over.,"If Rod Serling were alive and writing episodes for “The Twilight Zone,” odds are he would have leaped on the true story of Anne Adams, a Canadian scientist turned artist who died of a rare brain disease last year. ",F,1,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/04/08/science/brain_600_span.jpg', 'height': 279, 'width': 600, 'legacy': {'xlarge': 'images/2008/04/08/science/brain_600_span.jpg', 'xlargewidth': 600, 'xlargeheight': 279}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/04/08/science/brain_600_span.jpg', 'height': 279, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/04/08/science/brain_395.jpg', 'height': 233, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/04/08/science/brain_2_75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/04/08/science/brain_2_75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Brain', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Creativity', 'rank': 6, 'major': 'N'}]",2008-04-08T04:00:00+0000,article,Science,Health,,News,nyt://article/f8e06665-5c5c-5e89-87f5-d22e15bcd84c,1040,nyt://article/f8e06665-5c5c-5e89-87f5-d22e15bcd84c,A Disease That Allowed Torrents of Creativity,,,Disease That Allowed Torrents of Creativity,,,,By Sandra Blakeslee,"[{'firstname': 'Sandra', 'middlename': None, 'lastname': 'Blakeslee', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
A yearlong study is raising questions about the widespread use of antibiotics in nursing homes to treat infections in patients with terminal dementia.,https://www.nytimes.com/2008/03/04/health/research/04deme.html,A yearlong study is raising questions about the widespread use of antibiotics in nursing homes to treat infections in patients with terminal dementia.,A yearlong study is raising questions about the widespread use of antibiotics in nursing homes to treat infections in patients with terminal dementia  a treatment that the authors suggest is of dubious value to the patients and may be dangerous in the long run.,F,5,The New York Times,[],"[{'name': 'subject', 'value': 'Medicine and Health', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Antibiotics', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 6, 'major': 'N'}]",2008-03-04T05:00:00+0000,article,Science,Health,Research,News,nyt://article/6c9ee806-da0d-5d44-8be6-71362c74c005,632,nyt://article/6c9ee806-da0d-5d44-8be6-71362c74c005,Antibiotics Questioned in Care at Life’s End,,,Antibiotics Questioned In Care At Life’s End,,,,By Nicholas Bakalar,"[{'firstname': 'Nicholas', 'middlename': None, 'lastname': 'Bakalar', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
