abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,slideshow_credits,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,print_section,print_page,subsection_name,query_consulta
Sleep apnea can mimic or exacerbate symptoms of cognitive decline in the elderly.,https://newoldage.blogs.nytimes.com/2010/10/06/when-sleep-apnea-masquerades-as-dementia/,Sleep apnea can mimic or exacerbate symptoms of cognitive decline in the elderly.,"The woman who came to see Dr. Ronald Petersen, an Alzheimer’s specialist at the Mayo Clinic, was only in her 60s but complained that she was having trouble concentrating. “Her attention was waning,” Dr. Petersen recalled. “She couldn’t follow a television program or stay focused during a conversation.”",The New York Times,[],[],2010-10-06T19:44:14+0000,article,,Health,,nyt://article/6938da49-d238-572e-8ddb-e9f16dd2c4f0,800,,nyt://article/6938da49-d238-572e-8ddb-e9f16dd2c4f0,When Sleep Apnea Masquerades as Dementia,The New Old Age,,,,,,By Paula Span,"[{'firstname': 'Paula', 'middlename': None, 'lastname': 'Span', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,Alzheimer
"September 20 | Updated – Last month I commented here on the problems that arise when a story or headline couches some development as an absolute – in this case, new research describing a relationship between certain proteins and Alzheimer’s disease. In the Aug. 10 article by Gina Kolata, a subhead promised “100% Accuracy Found in Study Results.”",https://publiceditor.blogs.nytimes.com/2010/09/20/the-trouble-with-absolutes-update/,"September 20 | Updated – Last month I commented here on the problems that arise when a story or headline couches some development as an absolute – in this case, new research describing a relationship between certain proteins and Alzheimer’s diseas...","Last month I commented here on the problems that arise when a story or headline couches some development as an absolute – in this case, new research describing a relationship between certain proteins and Alzheimer’s disease. In the Aug. 10 article by Gina Kolata, a subhead promised “100% Accuracy Found in Study Results.”",The New York Times,[],[],2010-09-20T17:57:46+0000,article,,Opinion,,nyt://article/77ce41f8-2f86-5496-bd6e-7d96953bba66,309,,nyt://article/77ce41f8-2f86-5496-bd6e-7d96953bba66,The Trouble with Absolutes | Update,The Public Editor&#039;s Journal,,,,,,By Arthur S. Brisbane,"[{'firstname': 'Arthur', 'middlename': 'S.', 'lastname': 'Brisbane', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,Alzheimer
"Neighbors were startled to learn that Juanita W. Goggins, who had frozen to death at home, was the first black woman elected to the South Carolina legislature.",https://www.nytimes.com/2010/03/12/us/12frozen.html,"Neighbors were startled to learn that Juanita W. Goggins, who had frozen to death at home, was the first black woman elected to the South Carolina legislature.","COLUMBIA, S.C. — Neighbors were chagrined last week when the police here found the body of a 75-year-old woman who had frozen to death, alone in her house, during unexpectedly frigid weather.",The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/03/12/us/12frozen_CA1/12frozen_CA1-popup.jpg', 'height': 450, 'width': 269, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/03/12/us/12frozen_CA1/12frozen_CA1-articleInline.jpg', 'height': 307, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/03/12/us/12frozen_CA1/12frozen_CA1-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/03/12/us/12frozen_CA1/12frozen_CA1-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'glocations', 'value': 'South Carolina', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Blacks', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Black People', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Civil Rights and Liberties', 'rank': 6, 'major': 'N'}]",2010-03-12T02:17:26+0000,article,National,U.S.,News,nyt://article/d29b5b70-bb11-51a9-9678-29424073a579,833,,nyt://article/d29b5b70-bb11-51a9-9678-29424073a579,A Trailblazer of Civil Rights Dies Forgotten,,,A Trailblazer Of Civil Rights Dies Forgotten,,,,By Robbie Brown,"[{'firstname': 'Robbie', 'middlename': None, 'lastname': 'Brown', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,11,,Alzheimer
"Maria Petrik of Queens, a widowed Romanian immigrant, struggles to pay her rent and provide for her mother, who has Alzheimer’s disease.",https://www.nytimes.com/2010/01/09/nyregion/09neediest.html,"Maria Petrik of Queens, a widowed Romanian immigrant, struggles to pay her rent and provide for her mother, who has Alzheimer’s disease.","Maria Petrik spreads brittle sheets of paper across a delicate Romanian lace tablecloth. Each page is covered with handwritten translations of words that she and her husband, Gyorgy, taught themselves after arriving in Queens two decades ago. ",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/01/09/nyregion/09neediest01/articleLarge.jpg', 'height': 350, 'width': 600, 'legacy': {'xlarge': 'images/2010/01/09/nyregion/09neediest01/articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 350}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/01/09/nyregion/09neediest01/articleLarge.jpg', 'height': 350, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/01/09/nyregion/09neediest01/sfSpan.jpg', 'height': 260, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/01/09/nyregion/09neediest01/thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/01/09/nyregion/09neediest01/thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'organizations', 'value': 'New York Times Neediest Cases Fund', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Queens (NYC)', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Catholic Charities', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}]",2010-01-09T03:59:20+0000,article,Metro,New York,Series,nyt://article/950e74bd-4a69-59fd-a16b-510f1d324f3d,802,,nyt://article/950e74bd-4a69-59fd-a16b-510f1d324f3d,Still Mourning a Husband While Caring for a Mother,The Neediest Cases,,Still Mourning a Husband While Caring for a Mother,,,,By Russ Buettner,"[{'firstname': 'Russ', 'middlename': None, 'lastname': 'Buettner', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,17,,Alzheimer
Andrea Gillies’s caregiving memoir arrives in the United States trailing awards and awed reviews.,https://newoldage.blogs.nytimes.com/2010/08/20/the-caregivers-bookshelf-a-keeper/,Andrea Gillies’s caregiving memoir arrives in the United States trailing awards and awed reviews.,"Andrea Gillies’s memoir, “Keeper,” published in Britain last year, arrives here trailing awards and awed reviews, and I can see why. Though I wasn’t looking forward to still another account of life with deepening dementia, I read this one in a day.",The New York Times,[],[],2010-08-20T13:00:39+0000,article,Science,Health,,nyt://article/0b12250f-76f2-5c2e-8857-ae60eefc754f,612,,nyt://article/0b12250f-76f2-5c2e-8857-ae60eefc754f,The Caregiver’s Bookshelf: A ‘Keeper’,The New Old Age,,,,,,By Paula Span,"[{'firstname': 'Paula', 'middlename': None, 'lastname': 'Span', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,Alzheimer
An admission by the N.F.L. that football-related concussions can cause long-term brain damage comes 80 years after the data.,https://www.nytimes.com/2010/02/05/opinion/05blum.html,An admission by the N.F.L. that football-related concussions can cause long-term brain damage comes 80 years after the data.,"Madison, Wis.",The New York Times,"[{'rank': 0, 'subtype': 'wide', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/02/04/opinion/04opedimg/04opedimg-thumbWide.jpg', 'height': 126, 'width': 190, 'legacy': {'widewidth': 190, 'wideheight': 126, 'wide': 'images/2010/02/04/opinion/04opedimg/04opedimg-thumbWide.jpg'}, 'subType': 'wide', 'crop_name': 'thumbWide'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/02/04/opinion/04opedimg/04opedimg-popup.jpg', 'height': 438, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/02/04/opinion/04opedimg/04opedimg-articleInline.jpg', 'height': 138, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/02/04/opinion/04opedimg/04opedimg-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/02/04/opinion/04opedimg/04opedimg-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Athletics and Sports', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Concussions', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'National Football League', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Sports Medicine', 'rank': 7, 'major': 'N'}]",2010-02-05T03:30:51+0000,article,OpEd,Opinion,Op-Ed,nyt://article/e993ed58-a9b4-5cd5-a129-cf31facabfe3,913,,nyt://article/e993ed58-a9b4-5cd5-a129-cf31facabfe3,Will Science Take the Field?,Op-Ed Contributor,,Will Science Take the Field?,,,,By Deborah Blum,"[{'firstname': 'Deborah', 'middlename': None, 'lastname': 'Blum', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,25,,Alzheimer
"Eli Lilly said Monday that it had agreed to buy Avid Radiopharmaceuticals’ outstanding stock for an upfront payment of $300 million, and up to $500 million to follow.",https://dealbook.nytimes.com/2010/11/08/eli-lilly-to-buy-avid-for-up-to-800-million/,"Eli Lilly said Monday that it had agreed to buy Avid Radiopharmaceuticals’ outstanding stock for an upfront payment of $300 million, and up to $500 million to follow.","Eli Lilly said on Monday that it had agreed to buy Avid Radiopharmaceuticals for an upfront payment of $300 million, and up to $500 million more based on future performance.",The New York Times,[],[],2010-11-08T13:22:50+0000,article,Business,Business Day,,nyt://article/2afa96ca-b5b2-51e8-8805-6eba586f7b88,96,,nyt://article/2afa96ca-b5b2-51e8-8805-6eba586f7b88,Eli Lilly to Buy Avid for Up to $800 Million,DealBook,,,,,,By Dealbook,"[{'firstname': 'Dealbook', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,Alzheimer
"A son learns to appreciate his difficult and troubled mother during her battle with Alzheimer’s, and after her passing.",https://www.nytimes.com/2010/03/14/fashion/14LOVE.html,"A son learns to appreciate his difficult and troubled mother during her battle with Alzheimer’s, and after her passing.","MY mother, Bea, had always been a bit of a drama queen, so her behavior at the end — the gasping and flailing and crying out incessantly — didn’t surprise me. I remained brutally aloof; I felt prepared.",The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/03/14/fashion/14love-1/14love-1-popup.jpg', 'height': 500, 'width': 500, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/03/14/fashion/14love-1/14love-1-articleInline.jpg', 'height': 190, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/03/14/fashion/14love-1/14love-1-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/03/14/fashion/14love-1/14love-1-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Love (Emotion)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Families and Family Life', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}]",2010-03-12T18:40:32+0000,article,Styles,Fashion & Style,News,nyt://article/c136f2d5-e710-5bee-9618-41611302cfac,1750,,nyt://article/c136f2d5-e710-5bee-9618-41611302cfac,"Holding Fast, Letting Go",Modern Love,,"Holding Fast, Letting Go",,,,By Matt Walton,"[{'firstname': 'Matt', 'middlename': None, 'lastname': 'Walton', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,ST,6,,Alzheimer
James P. King has won the Amazon award.,https://artsbeat.blogs.nytimes.com/2010/08/09/breakthrough-award-for-new-novelist/,James P. King has won the Amazon award.,"With the publication this week of his first novel, “Bill Warrington’s Last Chance,” James P. King, 55, is living the dream of every hopeful writer who persists at his work despite rejection slips from publishing houses and agents. After Mr. King, who lives in Wilton, Conn., won the Amazon Breakthrough Novel Award, in which more than 6,500 writers from 22 countries competed, his novel, a road story in which an elderly veteran who is developing Alzheimer’s disease travels across the country with his rebellious 14-year-old granddaughter, was acquired by Viking. “This is what reading is about, and what a good book is supposed to do,” the mystery writer Sue Grafton writes in a blurb for the novel, Mr. King’s fourth attempt at fiction.",The New York Times,[],"[{'name': 'subject', 'value': 'Books and Literature', 'rank': 1, 'major': 'N'}]",2010-08-09T19:30:52+0000,article,Culture,Arts,News,nyt://article/47a6930e-b46b-5629-881f-da06d3a489b9,123,,nyt://article/47a6930e-b46b-5629-881f-da06d3a489b9,Breakthrough Award for New Novelist,ArtsBeat,,,,,,By Larry Rohter,"[{'firstname': 'Larry', 'middlename': None, 'lastname': 'Rohter', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,Alzheimer
"Steven M. Volpe, a recent college graduate and an avid computer user, turned his interest in social media into a job for the Alzheimer’s Association.",https://www.nytimes.com/2010/09/09/nyregion/09entry.html,"Steven M. Volpe, a recent college graduate and an avid computer user, turned his interest in social media into a job for the Alzheimer’s Association."," Steven M. Volpe, 21, who graduated in June from the College of Staten Island, parlayed an unpaid spring internship at the New York City chapter of the Alzheimer’s Association into a paid summer internship. In August he was offered a job as a social media associate. He lives with his parents in Dongan Hills on Staten Island and moonlights Saturday nights selling business machines at a local Staples. ",The New York Times,"[{'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/09/09/nyregion/ENTRY/ENTRY-jumbo.jpg', 'height': 681, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/09/09/nyregion/ENTRY/ENTRY-popup.jpg', 'height': 432, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/09/09/nyregion/ENTRY/ENTRY-articleInline.jpg', 'height': 127, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}]","[{'name': 'subject', 'value': 'Careers and Professions', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Social Networking (Internet)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Computers and the Internet', 'rank': 3, 'major': 'N'}]",2010-09-09T00:15:09+0000,article,Metro,New York,News,nyt://article/2d82a8d7-8ea8-54c7-807a-4dc8f65e4669,630,,nyt://article/2d82a8d7-8ea8-54c7-807a-4dc8f65e4669,When Youth Is a Job Qualification,Entry Level,,When Youth Is a Job Qualification,,,,By Robin Finn,"[{'firstname': 'Robin', 'middlename': None, 'lastname': 'Finn', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,24,,Alzheimer
