,query,pub_date,source,headline1,headline2,snippet,lead_paragraph,keywords
15,dementia,2016,The New York Times,Vitamin B12 as Protection for the Aging Brain,A Vitamin to Protect the Aging Brain,"Depression, dementia and mental impairment are often associated with B12 deficiency.","As a woman of a certain age who consumes a well-balanced diet of all the usual food groups, including reasonable amounts of animal protein, I tend to dismiss advice to take a multivitamin supplement. I’ve been told repeatedly by nutrition experts that the overuse of dietary supplements for “nutritional insurance” has given Americans the most expensive urine in the world.","[{'name': 'subject', 'value': 'Vitamins', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Brody, Jane E', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Diet and Nutrition', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Vitamin B12', 'rank': 6, 'major': 'N'}]"
16,dementia,2016,The New York Times,Ask Well: Is Dementia the Same as Alzheimer’s Disease?,Ask Well,Alzheimer’s disease is a specific illness that is the most common cause of dementia.,Question:,"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 3, 'major': 'N'}]"
17,dementia,2016,The New York Times,Private Equity Pursues Profits in Keeping the Elderly at Home,Private Equity’s Stake in Keeping the Elderly at Home,"PACE, a Medicare program that helps keep older people in their own homes, is allowing for-profit companies in. Tech and venture capital have expressed interest.","DENVER — Inside a senior center here, nestled along a bustling commercial strip, Vivian Malveaux scans her bingo card for a winning number. Her 81-year-old eyes are warm, lively and occasionally set adrift by the dementia plundering her mind.","[{'name': 'subject', 'value': 'Elder Care', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Varney, Sarah', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'InnovAge', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Denver (Colo)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Venture Capital', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Medicare', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Entrepreneurship', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Health Insurance and Managed Care', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Private Equity', 'rank': 11, 'major': 'N'}]"
18,dementia,2016,The New York Times,"Personality Change May Be Early Sign of Dementia, Experts Say",A New Harbinger of Alzheimer’s,"Researchers have proposed new diagnosis, mild behavioral impairment, along with a 34-question checklist to identify people at greater risk for Alzheimer’s.","“Has the person become agitated, aggressive, irritable, or temperamental?” the questionnaire asks. “Does she/he have unrealistic beliefs about her/his power, wealth or skills?”","[{'name': 'persons', 'value': 'Belluck, Pam', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Brain', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 5, 'major': 'N'}]"
19,dementia,2016,The New York Times,My Father’s Hackberry Tree,My Father’s Hackberry Tree,"We never really talked, but the seeds he collected for me one summer said it all.","Minneapolis — I spent the entire month of May sorting through the past, and throwing away old fruit. The discarded material filled several Dumpsters in total, but I was careful to space it out, so as not to overload the university’s trash pickup schedule. It was fruit that I had collected more than 20 years ago, as part of my dissertation research, which was to study the mineralization processes within the hackberry (Celtis occidentalis) seed.","[{'name': 'persons', 'value': 'Jahren, A Hope', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Laboratories and Scientific Equipment', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Families and Family Life', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Letters', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 7, 'major': 'N'}]"
20,dementia,2016,The New York Times,"Dementia Care, Tailored to N.F.L. Retirees","Dementia Care, Tailored to N.F.L. ","Validus plans to build 33 centers over five years, starting with one that will open in September outside Orlando, Fla., where many N.F.L. retirees live.","BRADENTON, Fla. — With the expectation that more N.F.L. players will suffer dementia from repeated head hits, businesses that cater to people with memory loss are gearing up for what could be droves of new clients in the near future.","[{'name': 'subject', 'value': 'Football', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Retirement Communities and Assisted Living', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Validus Senior Living', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Chronic Traumatic Encephalopathy', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Brain', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Concussions', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'National Football League', 'rank': 9, 'major': 'N'}]"
21,dementia,2016,The New York Times,Heartburn Drugs Tied to Dementia Risk,,The popular heartburn drugs known as proton pump inhibitors have been linked to an increased risk of Alzheimer’s and other forms of dementia.,"The popular heartburn drugs known as proton pump inhibitors have been linked to a range of ills: bone fractures, kidney problems, infections and more. Now a large new study has found that they are associated with an increased risk for dementia as well.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Heartburn', 'rank': 3, 'major': 'N'}]"
22,dementia,2016,The New York Times,"Education May Cut Dementia Risk, Study Finds","Education and Healthy Lifestyle Can Help Stop or Slow Dementia, Study Says","Researchers say people with at least a high school education and healthier lifestyles are aiding a decline in new cases, or staving off dementia longer.","The risk of developing dementia is decreasing for people with at least a high school education, according to an important new study that suggests that changes in lifestyle and improvements in physical health can help prevent or delay cognitive decline.","[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Belluck, Pam', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'New England Journal of Medicine', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'National Institute on Aging', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Langa, Kenneth M (1963- )', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Seshadri, Sudha (1961- )', 'rank': 7, 'major': 'N'}]"
23,dementia,2016,The New York Times,A Novel Imagines Putin Is Retired and Has Dementia,What a Man,"In Michael Honig’s “The Senility of Vladimir P.,” Putin has retired after “he had been five times president and twice prime minister.”",THE SENILITY OF VLADIMIR P.By Michael Honig329 pp. Pegasus Books. $24.95.,"[{'name': 'subject', 'value': 'Books and Literature', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Fishman, Boris', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Honig, Michael (Author)', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Putin, Vladimir V', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'The Senility of Vladimir P (Book)', 'rank': 5, 'major': 'N'}]"
24,dementia,2016,The New York Times,Dementia Dims a Father’s Brilliance in a Novel Plumbing Family Mysteries,An Encoded Mind,"As dementia closes in, a girl tries to decipher her father’s past in Liz Moore’s “The Unseen World.”",THE UNSEEN WORLDBy Liz Moore451 pp. W.W. Norton & Company. $26.95.,"[{'name': 'subject', 'value': 'Books and Literature', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Hall, Louisa', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Moore, Liz (1983- )', 'rank': 3, 'major': 'N'}, {'name': 'creative_works', 'value': 'The Unseen World (Book)', 'rank': 4, 'major': 'N'}]"
25,dementia,2016,The New York Times,"Football, So Beautiful for Fans, Scars Players With Dementia",The Dark Side of the Super Bowl  ,"With each concussion, the evidence mounts that football’s C.T.E. problem is steadily undermining the joy of the game.","This Sunday evening marks the 50th playing of the Super Bowl, which began as a far simpler interleague rivalry and evolved into a national feast day for football fans to binge on the balletic action before giant television screens and worship the game across nacho bowls. Memory for detail, so important to sports fans, will be on display as viewers recall the exploits in Super Bowls past of Joe Namath and so many other gifted athletes.","[{'name': 'subject', 'value': 'Editorials', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Concussions', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Super Bowl', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Chronic Traumatic Encephalopathy', 'rank': 6, 'major': 'N'}]"
26,dementia,2016,The New York Times,Alzheimer’s Patients Keep the Spark Alive by Sharing Stories,"With Dementia, Stories as a Reminder of Love",A storytelling workshop for couples dealing with memory loss helps reinforce the strengths in their relationships.,"Can you keep the love light shining after your partner’s brain has begun to dim? Just ask Denise Tompkins of Naperville, Ill., married 36 years to John, now 69, who has Alzheimer’s disease.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Psychology and Psychologists', 'rank': 3, 'major': 'N'}]"
27,dementia,2016,The New York Times,A Medical Mystery of the Best Kind: Major Diseases Are in Decline,A Medical Mystery: Diseases in Decline,"The leading killers — cancer, heart disease and stroke – are coming later in life in wealthy countries as people in general live longer in good health.","Something strange is going on in medicine. Major diseases, like colon cancer, dementia and heart disease, are waning in wealthy countries, and improved diagnosis and treatment cannot fully explain it.","[{'name': 'subject', 'value': 'Deaths (Fatalities)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Tuberculosis', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Colon and Colorectal Cancer', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Age, Chronological', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Longevity', 'rank': 8, 'major': 'N'}]"
28,dementia,2016,The New York Times,"For Effective Brain Fitness, Do More Than Play Simple Games","For Effective Brain Fitness, Do More Than Play Simple Games","The theory of a more holistic approach is that the brain thrives on continuous stimulation, which can include exercising, laughing and socializing.","WHEN a “brain fitness” course was introduced at her retirement community, Connie Cole was eager to sign up. After joining, she learned how to use an Apple iPad and work more complex tasks verbally and on paper.","[{'name': 'subject', 'value': 'Brain', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Exercise', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Retirement Communities and Assisted Living', 'rank': 5, 'major': 'N'}]"
29,dementia,2016,The New York Times,Alzheimer’s Disease as an Adventure in Wonderland,,"Dana Walrath used graphic medicine techniques to chronicle three years of caregiving for her mother, Alice, who was in the middle stages of Alzheimer’s disease.","In her memoir “Aliceheimer’s: Alzheimer’s Through the Looking Glass,” Dana Walrath uses drawings and stories to chronicle three years of caregiving for her mother, Alice, who was in the middle stages of Alzheimer’s disease. The experience turned out to be a magical trip down the rabbit hole of memory loss, an outcome that inspired Dr. Walrath, a medical anthropologist who taught at the University of Vermont College of Medicine and who also studied art and writing, to share their tale. ","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Comic Books and Strips', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Love (Emotion)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 5, 'major': 'N'}]"
30,dementia,2016,The New York Times,Advice for Alzheimer’s Caregivers,,"Two experts on the disease share tips on how to care for someone who has trouble communicating, hallucinates, angers easily or wanders.","Alzheimer’s not only alters the lives of people with the disease but also the lives of those who care for them. The journey can be just as emotionally and physically demanding for caregivers, but that mental and physical stress is often overlooked because the focus is on the patient.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'New York University Langone Medical Center', 'rank': 5, 'major': 'N'}]"
